delegator_address,node_identity_id,last_claimed_epoch
0x9157e2b9c9b8ba52c14e178ea08ba0ba2a184d9a,26,6
0xa8d3d6889053e880f57638ac71db049ba7c404ba,26,6
0xbe2488ee9c4b4f5b357b511b70bbe2fbac321dad,26,6
0xc4be47ff997157ea1a869ce1442eca889121bcf3,26,6
0xd250fcfa9d50692f88913b0d14b8381a0e7c3e25,26,6
0xde704a64c1c5c35eebfab2906f3081ce6355ae2c,26,6
0xe86c25e6d4a9780a49095be1dadbef890d218129,26,6
0xf7b8bfb1c2d7185bd804584d15104b71b695840c,26,6
0xfb965e02dd06121db86416774c78b176805e0eec,26,6
0xed85ace7cc10b996a84905e5635f25228de8df6a,26,6
0xcb8968bd598ad69af959ee4fca39aa2bb1fd5aa5,26,6
0x599c59081d9b673bbddafbc933b669aa84ea3ee1,27,0
0x6447b9b40536436b42424a984876d7e3b858f8f7,27,6
0x67bcf422cf756d34f8abaede9082391e0f460374,27,6
0x6cf9518911f98be2f9b655efceccb4e988a33935,27,6
0x63d28071c1574277b5fd8f11886ade869a660fc9,27,6
0x31637facefbb72ba93679e282378148d18bd4276,27,6
0x44b1bae7719350aaf9b91215332de4eea239fe8a,27,6
0x7232af3552c83e646e4a43368ccde98c4433533f,27,6
0x984e58e26985a24ecf7b424281a230b26dc81dd5,27,6
0xb7489f301092389cc327d90efeaf18c253038951,27,6
0xd28b3107724e066264f735ffedaad0d5f35a426c,27,6
0x14d761b2c84d99c2b9f8af3206dd8d764ed89d81,27,6
0x3008f3c33fefb6f0fafd749cac0101f326a7cfb3,27,6
0x0dff74d0e2ba5ac1e8eb10e22e795003cc5bfad3,27,6
0xe73f65cc6d98da84a875158648df19ef048a71f9,27,6
0xda3c72d83b40acd5301d8fcf30bf6648b0e6401b,27,6
0x29cc51eaa144fdb97c8a073a3ea208ad14f7142f,27,6
0x36c15170088e6867fb2d3b14dd7e05dfdd6d7f0f,27,6
0x7a0b2557b94e65d8bf16e3511f2bb9aaf62d33d1,27,6
0x23a881e335a116e8edf04ad2c254ed10ce489abf,27,6
0x5ab911005b61d26420278f97f8694b59d1501ba8,27,6
0xd75c8fdd2d14f53848abd34c7c9748dc3e78341a,27,6
0x851a88571af500482399cc2cc69d9edd48332638,27,6
0xc2a4d6d2cddd3280ff22440cab6c3e44d4f774d9,27,6
0xc6e93ef0f898626928fcb7f5c8563afa3d303d8d,27,6
0xeec02832cdbd8a88267094b73e56a7e6d9cb8c6a,27,6
0xdc5387e655781d2c83067169e3cf395d8202f4d4,27,6
0x873b0d0b5de0cca15a7e7406bc573eb4e4f567ef,27,6
0x3902f114088ac61b054ee5904c390183abacb2b1,27,6
0x42d9c67a77773fade2b14fb4aec95fbce61e23ee,27,6
0x39dcaafa2ebf43e8822a7ad308b26ec2a06cdcba,27,6
0xe6f432a24657324625caa044ce3767aad1d0a550,27,6
0x23852ad4213645013e5b073738a8514f88ecf5be,27,6
0xb31fb8f1629fd1523bbd4f0aef474bece3e3453e,27,6
0x4b096f14938a5bf00dda4ae63fa5c079c658b8a8,27,6
0x51bc3dd10a9ee4946f961038cf5d50057e49eb77,27,6
0xc78912c51453b5a662411fbe86fc10b3af3a0aaa,27,6
0xc4be47ff997157ea1a869ce1442eca889121bcf3,27,6
0xfb965e02dd06121db86416774c78b176805e0eec,27,6
0x006897e52eccdc802e7c19c88518b338f93bb2a8,27,6
0x0c00ae63e531f01daac080fbd53b4ef7e7bdd422,27,6
0x245f18b5d23d8a37412438d6c2c81efbe59673f0,27,6
0x2828bfc9bcc2670316827cbffcb49e8e5604d741,27,6
0x399f26e0a3d9e223c7437c6aabdabc57b5a838cb,27,6
0x45bb1b43d178628a436d447e08e3cc044c737534,27,6
0x497583c2124441cb9387adc81759fc0950cb6ed8,27,6
0x4d2c06203125ca34e067c39b7178fea6f1d1504c,27,6
0x502d629728b9c461726beee240f89c5d82c5f1c5,27,6
0x50a3c110fc546fa9a6a3762aa97cffdfa106ef53,27,6
0x5a9b15ac8395293fe22af77c9297d1c4c71a4e07,27,6
0x6c971778a43da24bd583a4256da91e020be707ab,27,6
0x7588eee2109b499d2019c8d419e8326e4f54f3e0,27,6
0x7c7406263754fd33c365adcff20c0c50f2417204,27,6
0x8757406c293bdf16a19aa3f97e7d4139797d4ccb,27,6
0x880e0b51ead542e182df85a74972e0cc066e7b87,27,6
0x887cc8b84cbe6ccca60697a629b038a2c686afff,27,6
0x8d6fc7c57871aef0aa3a2a465301af5ec20a54eb,27,6
0x94b07c199b03ec7dce98795899c5d08099a25e1f,27,6
0x9d41eccedd6911c60c523d528a326f0dc2b59f4e,27,6
0x9f16bbe53cd85e44d5e83caf7421316f7e81c8cf,27,6
0xa84d3681260939166674043992530dc053d32911,27,6
0xb45715a2ece9715b764e7084718d793e371678f5,27,6
0xbf49b454818783d12bf4f3375ff17c59015e66cb,27,6
0xde4e78acaa067e90a9be621dac6469b6ec1e73a3,27,6
0x42d9c67a77773fade2b14fb4aec95fbce61e23ee,28,6
0x42d9c67a77773fade2b14fb4aec95fbce61e23ee,29,6
0x95fe996af6d08933b563b198c3a9bfe91c61c4e9,32,6
0xda3c72d83b40acd5301d8fcf30bf6648b0e6401b,32,6
0x2e1b1e1e91318ea5a6a122b4f5bf07c562c59301,32,6
0xaf0f64222a720840befd808e71f24365c3c66422,32,6
0xe1abc585a258454095357442e2a709f980d4e6fa,32,6
0x0e54b1913426ad5588dd9363ecf80abd288a4a89,32,6
0x23a881e335a116e8edf04ad2c254ed10ce489abf,32,6
0x3078c02fdf27a008bfb7eeea3cd5776acc892612,33,6
0xb31fb8f1629fd1523bbd4f0aef474bece3e3453e,34,6
0x22b750c56a1e6e20799d470a8949896dc3f55c45,35,6
0x6f4ebbba78f679c5eb4ddcb53d9051079113c5de,35,6
0x7b861ed96cbd628948f83fb097fb6433ca841545,35,6
0x0822c61a35614cf3acf5978ad82ec0ff61a07bcb,35,6
0x4609ffd1d9bc8ebeeb048834721dbe43e420e528,36,6
0x599c59081d9b673bbddafbc933b669aa84ea3ee1,37,0
0x70af35bdffe4b2d98824d1db6022525ef65ffafd,37,6
0xb43c5279e3b5322d8cbfb617be310c37870bb8cb,37,6
0x175437b00da09f18d89571b95a41a15aa8415eba,37,6
0x6f4345bca4ac638d80db7da11cf735bff189c2c8,37,6
0xbcdaf14f7966522ca3a8a282aa3a13b1772d1dca,37,6
0x984e58e26985a24ecf7b424281a230b26dc81dd5,37,6
0x896930e77cdf937b26ad5fa0f8e5957616f496e2,37,6
0x3008f3c33fefb6f0fafd749cac0101f326a7cfb3,37,6
0x95fe996af6d08933b563b198c3a9bfe91c61c4e9,37,6
0xda3c72d83b40acd5301d8fcf30bf6648b0e6401b,37,6
0x02c39cc9dc7b63ab6fdac41f905dcd5113cf01b0,37,6
0x1f70ab7a96554f0cc1f6a4c57f2b244e8cba2f92,37,6
0xd44976676b7928c3430bb3d68c4a909ff6d7856b,37,6
0x29cc51eaa144fdb97c8a073a3ea208ad14f7142f,37,6
0x4cbd07e1b723ec2334c5c33dfc92da94cbf8994c,37,6
0xe304666cbbf6f836fb97f235999b17352b74cac7,37,6
0x3b2998a618b2a87f8ee67ef7b4c870f3cd4d31d8,37,6
0x58214ca260a6344c0ca8f465cd33cd516fe5a3f7,37,6
0x38df5eab959095f4589686f4d725c7d0a7ba8f75,37,6
0xcf3f1e9d688283c105cf8301eecd905b23e9e807,37,6
0x3e23706eba2703a61694460e3b6a845758aec896,37,6
0x95bf08839ca5fa3d41f66719d5582293def70454,37,6
0x4b5fffa39fa909d0742f4a8242b765ff3e7368bc,37,6
0x38f7f812b7b08de4add709c98a4891f08ddd5666,37,6
0x851a88571af500482399cc2cc69d9edd48332638,37,6
0xc2a4d6d2cddd3280ff22440cab6c3e44d4f774d9,37,6
0x34db6bbbc86bfb7c875bd72e4d2f075e9f9795c9,37,6
0xf70a6bef1918334bad085e09f50237e10a45b220,37,6
0x0e54b1913426ad5588dd9363ecf80abd288a4a89,37,6
0x3af16178664dd4b2500c9d02c53347e86b3e7873,37,6
0x3902f114088ac61b054ee5904c390183abacb2b1,37,6
0x3e7aa069b179ceb803d2c63b32532d8936545caa,37,6
0x37d0ab7f87c6790a53f6ac8ab3950bc6f77bb9bd,37,6
0x3f0c43a28e2ff930d194a42b97dfe2ae06c5f5ec,37,6
0x0e62bdc912a42367ae317ffd35c1b647c739c422,37,6
0x42d9c67a77773fade2b14fb4aec95fbce61e23ee,37,6
0x23852ad4213645013e5b073738a8514f88ecf5be,37,6
0xb31fb8f1629fd1523bbd4f0aef474bece3e3453e,37,6
0x1eff243cc9f239e69df647a2d2be0b536c3b42a0,37,6
0xbe2488ee9c4b4f5b357b511b70bbe2fbac321dad,37,6
0x399f26e0a3d9e223c7437c6aabdabc57b5a838cb,37,6
0x8757406c293bdf16a19aa3f97e7d4139797d4ccb,37,6
0x9d41eccedd6911c60c523d528a326f0dc2b59f4e,37,6
0x0689225502484e7a4ce1eaecd428fed4cd8c80df,37,6
0x15fb23a126174348e4ff03f217530bc01c681891,37,6
0x2799ee83d02761b7881aaa174d1c73163e1764c3,37,6
0x788b91a42fe8d91536881ae28bfcf4dd56605d7c,37,6
0x840d11b8cfd350c930af8e3642f576dc8a101428,37,6
0xab7e112fcdaf26baac2cab135c9655f748318cc5,37,6
0xd4d80c5889b8863811a06163ed065241f298b95a,37,6
0xd571113086368254787902e2a0d8fd9122e0a1cd,37,6
0x593c04cebef88b6cb85526fb4c9eac57769da720,37,6
0x67f63eba2a4dc296237ffc11192c1f9769a646a8,37,6
0x599c59081d9b673bbddafbc933b669aa84ea3ee1,38,6
0x31637facefbb72ba93679e282378148d18bd4276,38,6
0xfe8c1e0d733815bdd889144ea721a39b44fda866,38,6
0x2549393a45a63dc08ecf6cb2c76710dcfc6832fd,38,6
0x984e58e26985a24ecf7b424281a230b26dc81dd5,38,6
0x14d761b2c84d99c2b9f8af3206dd8d764ed89d81,38,6
0x1411081c256e54ec0f6f6bc7b4936d7f2e3c0271,38,6
0xe304666cbbf6f836fb97f235999b17352b74cac7,38,6
0x58214ca260a6344c0ca8f465cd33cd516fe5a3f7,38,6
0x2e1b1e1e91318ea5a6a122b4f5bf07c562c59301,38,6
0x1edb87f1510622845b12853d11c7dfaaf14494e8,38,6
0x38df5eab959095f4589686f4d725c7d0a7ba8f75,38,6
0x00bc1acbf18de6b09cc7a78d20a0e22a63bcc494,38,6
0xc37f44186703a322aaf77e8c7abf5d96d0446e1e,38,6
0x23a881e335a116e8edf04ad2c254ed10ce489abf,38,6
0x2dfec97f3221da9d9bccb6d2f706ad1b53411454,38,6
0x94def13cfb8baf13c62d18b14e402616a25ad444,38,6
0x0e54b1913426ad5588dd9363ecf80abd288a4a89,38,6
0xab543dffa0e9eb2f8ed3a46af9e9923fa4b168a1,38,6
0x3f203b41906c0d099dc82b7c71adc27de4323001,38,6
0xdc5387e655781d2c83067169e3cf395d8202f4d4,38,6
0x3902f114088ac61b054ee5904c390183abacb2b1,38,6
0xb51da33b5b218225680fb18eefb82f7abd9814c8,38,6
0x10c7aafb769bec2db2a872d9019d2c70f85a618c,38,6
0x0689225502484e7a4ce1eaecd428fed4cd8c80df,38,6
0x077332f0da13d000f13a62f88532943822673ea0,38,6
0x102547bd0075f7228f351452f762be6047356814,38,6
0x1f26633a2de2dbd66950f5f821781ee852e7a04d,38,6
0x61e8ca6805d0dec29e156ab57042fa3a11a06187,38,6
0x77dae4bcb3bfe1458ab0e2e92c3667433c6f67f5,38,6
0xab9ff3b61c1fbc40d1ac6610b3b1093805165fb9,38,6
0x6447b9b40536436b42424a984876d7e3b858f8f7,39,6
0x50d55e6ed4146425c52c26521ff14be90bd4d1a5,39,6
