"transaction_hash","block_number","delegator_key"
"0x455d38062cab5c696890fd309a729d688a4caad0ae7f1b7f6aa5d71b8e8ebe30","24426644",NULL
"0x6a413181ed3e8012aeea3f2fa1cdbceb9a4b87750c56385964fdd6ed4b0d1270","24426648",NULL
"0x45354ede2136869f3a9a2ad6e6d57d05f33a51892b1afea3b1b9576c43815269","24426658",NULL
"0xa65f8d08383c86c69f602e42d05b92106831cd839400b50debac496be1b644ee","24426674",NULL
"0x9212675f7ff6f8bf635de838c8bfe29ae024000dbcbd6f75cd9176de8d3afb7a","24426690",NULL
"0x23837426c5fe7558d49432fbb53e4857a2dbdb6fff52791e7831b5d4172f3c4c","24426700",NULL
"0xe1c46d9cd56b348a3f24b8c46be427d7ce65471625f9531e344cb583963b1387","24426710",NULL
"0xf097f098d85d6e316da0cebadd27242b1ea80b273793c8a7b4fa9bedd1c57a53","24426721",NULL
"0x57b27a4da1f04c91bae3c8b3323a2a6031bab853738a8fa24caaeff7e8becdeb","24427152","0x65a8ec4434e1adf54166ccf228f81c9774b5f43b57562daff9fc03e5a9458537"
"0x03cb47f94b60dbb0844db6d4a6a57a9ef0412a1205162c6cf814f68faa2b8628","24427430",NULL
"0x03cb47f94b60dbb0844db6d4a6a57a9ef0412a1205162c6cf814f68faa2b8628","24427430","0xda0e1a679baa3c9baf101b589b13b3eb13c25b2a53ad401c0af527b7c631f34e"
"0x63a5407dbb263de09b00cd04266bf01d7dfbd3a03d6497b63a0a9e08eab0495d","24427555",NULL
"0x63a5407dbb263de09b00cd04266bf01d7dfbd3a03d6497b63a0a9e08eab0495d","24427555","0xda0e1a679baa3c9baf101b589b13b3eb13c25b2a53ad401c0af527b7c631f34e"
"0x0558ac614c94ba513ad68d719c1be7c49d52e5a3a117c5da80aa47a4d276fef9","24429588",NULL
"0xa0e21837a296203d0789ac6b5b8fdbfe161f475f5d5ac8616e45e6c907652531","24430458","0xcd7774e4456b11a3606a6fcbbcb17203435e43f06a530dac9295d1d0dc3001da"
"0x1673a8844c801d1d3cbc03ce23904f9f6ecd044932d67d29b0b338ecc02edd9d","24430545","0x6572b0cf6658cb7e4cc7dac1e1ddce646f8ff00e94bbf90f9019afdc8f9c170b"
"0x80048234e48db88078dde83cd44b59900dea68b3c9286704039bf3bb2bf06a78","24431974",NULL
"0xaf6f7a3d316594570a2695b2e81ddaf4b7644a5b9cb4b59cfdfb7543b60d3eb4","24432049",NULL
"0xacc00aa96d87abd7452cbcaa8d062705702f59956058bb7da779081070ce87f1","24432080",NULL
"0x68371fe613ca6a2b88c404fdc4749d328eaadad94263dd3a87f09296cd5827b4","24432291",NULL
"0xc4fe707ea745b9205da3b404b39ba4ca1214ca4451a91dbc17b89b841fc2d535","24435493",NULL
"0xc4fe707ea745b9205da3b404b39ba4ca1214ca4451a91dbc17b89b841fc2d535","24435493","0x7035601b19e5797ca0a893b3e12aa2495aaf8c4e727b83f0aa5d2ffeea749f31"
"0x2db6db2c4f9a8a9526679563bc0c67bebe62359b73c78a1caa9bcb290205ed7c","24435531","0x7035601b19e5797ca0a893b3e12aa2495aaf8c4e727b83f0aa5d2ffeea749f31"
"0x2db6db2c4f9a8a9526679563bc0c67bebe62359b73c78a1caa9bcb290205ed7c","24435531",NULL
"0x4dd87eb86ab7620ed3cc85af64c3eba3c9b6235d68f3f104b1c4ad09fbc84f3d","24444964",NULL
"0x4dd87eb86ab7620ed3cc85af64c3eba3c9b6235d68f3f104b1c4ad09fbc84f3d","24444964","0x1b1783800f9f8d93c08560799c0d8a4115c70494bee427f80040f2f95369d76a"
"0xf6b2820b6555f2a3b8c12f9237ca3f33ad5068641cf0e358bdd307992a7e1b36","24465371","0xa585ffb08c5cc7dda8deac582294d7df43c296b1fa0c4f20a4203e5269844167"
"0xfb4e9e004c650ef5f960abb1d3db30715f7b034386527f347bdc78a7b133d808","24470998","0xee9c1f97430d486df1cfebb28ab06421d0751db26958045533ab0955859045ee"
"0xf99d1e2a92dc1ba47ae72ac00e8e914c23e2178c033ef4ca062359af6b885513","24473590","0x49f43a617971dde05348e842c4758be79739e15f37da0425750a388de09087db"
"0x660c03b541e79694f817e2b832bb30bea3369ff28dfb88881bfb8883f0ad6574","24508651","0x0f3b6aa21acef0fce2078cb4674e45ba4e0cacd2eab0fdb9f9f0a9990c8fa233"
"0x1ff1ef85f87209957553e70780833027ae2a0f573c9885d6aaa3bd8ea5e1c435","24508764","0x0f3b6aa21acef0fce2078cb4674e45ba4e0cacd2eab0fdb9f9f0a9990c8fa233"
"0x419a1cca671b9f9451666812de75f5ceb1884c4cd41fbb8e64531657579e153c","24508792","0x0f3b6aa21acef0fce2078cb4674e45ba4e0cacd2eab0fdb9f9f0a9990c8fa233"
"0xf5c34f88ae0237f27db2e96b2e870a93e6f72395d92e96c598c4039d53723bcf","24512291",NULL
