delegator_address,node_identity_id
0xb31fb8f1629fd1523bbd4f0aef474bece3e3453e,2
0x3077f103bd9a7690c88767f6c073f286bd232317,3
0x1ed5ea3035c2a9d3c6e89205516257fb0a8ae6cd,3
0x3077f103bd9a7690c88767f6c073f286bd232317,4
0x1ed5ea3035c2a9d3c6e89205516257fb0a8ae6cd,4
0x3077f103bd9a7690c88767f6c073f286bd232317,5
0x1ed5ea3035c2a9d3c6e89205516257fb0a8ae6cd,5
0x3077f103bd9a7690c88767f6c073f286bd232317,6
0x1ed5ea3035c2a9d3c6e89205516257fb0a8ae6cd,6
0x599c59081d9b673bbddafbc933b669aa84ea3ee1,7
0x3077f103bd9a7690c88767f6c073f286bd232317,7
0xd28b3107724e066264f735ffedaad0d5f35a426c,7
0xce45174e0fafae449652b24719f664eaf3b4677d,7
0x42925f3b33d315000276f0f6a257e4fc3c06da21,7
0x4f1442ce0232b5a178d83ec928a796098c43b026,7
0x922a00075edbd3909aafe75cbc20d4851e984859,7
0x1ed5ea3035c2a9d3c6e89205516257fb0a8ae6cd,7
0x3077f103bd9a7690c88767f6c073f286bd232317,8
0x1ed5ea3035c2a9d3c6e89205516257fb0a8ae6cd,8
0x3077f103bd9a7690c88767f6c073f286bd232317,9
0x357ebb0290ea30bf84f011eb0613f152ef06406d,9
0xd28b3107724e066264f735ffedaad0d5f35a426c,9
0xe23a6b2ec7954704422afe8c4c422803928408ba,9
0x6c4b96cfce013c8d63da25f7227cbbb350feb6e3,9
0x20bd45e3529e9aa3b59b30ba5f509a4d0f572ab2,9
0x7556e6208491aa331026dd781ade541cabbfa176,9
0x09f331cddd8b2a3eac1169e938133371c3fce528,9
0xcca5ff0b24b3153262ffb7efbc8a0ce5d635a0db,9
0x8bf4364a5b4f55eef70f37ac32ed26f095b5c011,9
0xaea88f1ac25c4c752e3e2bb540f4167125525d20,9
0xa4cc91610c3ea93b4684a175a1fd967376b7b03f,9
0x8e103fa9ea1c9b7b591bb4a87be840e332787eeb,9
0xed85ace7cc10b996a84905e5635f25228de8df6a,9
0x90098ee8c21e5397e8ff1978bd40ffcd76174756,9
0x27061b37194e90695589270aa785c14786ef4358,9
0xb31fb8f1629fd1523bbd4f0aef474bece3e3453e,9
0x1ed5ea3035c2a9d3c6e89205516257fb0a8ae6cd,9
0x626713967c0d98a2701c12de07e2d37a9eed0d5f,9
0x3077f103bd9a7690c88767f6c073f286bd232317,10
